"username","xp","time_played","kills","deaths","kill_streak","targets_destroyed","vehicles_destroyed","soldiers_healed","team_kills","distance_moved","shots_fired","throwables_thrown"
"ALZERON",15721658,148394,894375,7902,4500,9220,11922,1466,8965,2133900,5891581,14451
"YANKE",14685667,170801,967859,19792,2500,9362,10421,5801,11667,2133600,7101523,28354
"LINGA",14167783,21312,381765,5957,11658,527,2486,48,1320,1028599,395924,1685
"STREET VETERAN",12345678,106290,528794,10801,1234,10558,6968,2769,11214,2131200,3535202,19054
"MR. RBS",11297446,50843,337082,12485,2571,1320,1804,688,2044,2113400,1844902,8444
"STEVE450",11056582,165072,823629,8062,12500,13331,10826,1955,10991,2135000,5444032,30996
"DOGTATO",10365677,193428,1073570,5347,3498,15486,10454,7638,9306,2130900,13365870,33238
"TERATAI",10347028,161913,547405,16053,2223,6457,4421,1502,5813,2132800,3699948,26748
"SPIKE SPIEGEL",10025380,50368,387232,8825,5629,1389,3037,1003,3258,2105600,1541516,12296
"RARE PEPE",9547780,213485,917241,23767,3000,17191,13278,8459,19827,2181600,8131753,74909
"ROSS__84",9297420,99992,851916,7371,2219,11429,8899,744,6241,2139200,8002359,31004
"MR. BANG",8577149,118830,630941,3419,1842,3790,3674,2877,5164,2118300,1971999,3682
"ROLEN",8554230,238227,503500,11628,502,34580,11773,1477,14765,2166600,7193473,60744
"HARLAND",8165025,135619,581251,7647,1462,6963,3976,5278,5717,2119900,7326628,11825
"ELAN",7656304,164837,638932,14586,685,8589,5324,4407,6589,2170900,7135371,48980
"JF 2.0",7636408,132333,522495,2713,1283,9476,6137,7425,3730,2124200,3351484,17120
"DECEASED VETERAN",7338924,68828,394395,3724,1032,4656,3507,852,5720,2107100,2745979,7910
"PENG",6133768,52393,357646,5644,3100,1834,2970,505,2722,2109500,1718100,6803
"ROCHELLE",5615559,53157,528136,1643,1785,3973,3704,630,3300,2104700,2952031,8288
"DIO",5595884,129343,567486,1943,2608,16640,19269,966,13094,2117800,2888214,63236
"FOX IN BOX",5539635,42258,290574,4980,3918,1539,2397,785,1766,2104800,1808757,6289
"JUSTIN FAN",5486040,209471,599356,21073,336,11130,13067,4942,7048,2183100,12061710,48360
"MR. DESYNC",5071052,112355,426303,8189,529,8811,6208,2156,9787,2135800,4003661,43472
"BLACKANDREW",5030997,155576,692196,18461,561,10231,7901,3807,6771,2132800,6056250,75191
"130TH",4697101,71954,310984,8708,2886,3605,4453,556,3992,2119600,1953484,7621
"1996-6666",4615906,63153,391299,3725,5050,3103,3617,1841,2545,2107300,1913452,28719
"RUNNING-PUSH",4304059,117425,429316,6543,1735,8012,6959,797,9416,2127500,4383797,20594
"MRTEA",4252884,144382,392572,8105,593,5453,5379,3039,6250,2119200,3617438,25169
"UNIT G17",4136619,76765,308801,4343,1300,6934,5148,1836,6159,2115900,2267074,14996
"DEADSH0T",4077461,46817,337756,1061,2622,2466,2127,598,2086,2101200,1446015,5327
"WANZER",4035500,109448,495907,11622,604,3649,3653,3886,2731,2114000,7465568,23551
"NUOBOY",4033157,93271,434209,22223,1400,4803,3274,3418,4395,2151200,4906852,49605
"SHEITANYAHOUÂ²",3921943,101750,432163,1981,2745,5634,5788,958,3393,2113900,3303930,12239
"X-STAR",3887407,131863,380072,7871,517,3784,7302,3927,4734,2109500,5940482,19860
"BUSTNCAPS",3874218,133878,352585,7809,1004,5918,6177,6309,4683,2144900,5929435,21471
"TIANYA",3826710,64596,469158,1370,2700,3155,3665,498,5024,2101700,1160399,4747
"BEIANBEI",3809952,117575,385504,16752,2313,5270,5294,2335,7716,2122600,3573519,20617
"RJ971",3785317,211011,625558,30805,455,5393,5504,4604,7179,2174500,12598435,77372
"HEPTICAL",3715931,99637,345416,14942,1516,8919,5225,3797,8214,2124900,3010293,35985
"POSTALMANER",3715571,111148,408885,14549,887,3941,3869,2492,4632,2118600,5847807,10170
"MELLCOR",3425072,52809,178918,5426,558,4129,2048,730,4932,2105700,1224867,6045
"THRAXS",3367203,86950,327461,5853,1125,3863,2895,2402,3506,2125500,4320625,28353
"MR. WEIRDO",3338712,103252,357075,9954,1234,7489,3685,2328,3772,2121500,4337336,21897
"Ã¤Â»Â¥Ã¤Â¸ÂÃ¦ÂÂÃ§ÂÂ¾",3307528,55493,317522,2712,1772,4013,3190,1142,2667,2106600,3411260,16827
"SILKY",3238460,116049,372454,21508,1236,3803,3750,890,8777,2121100,3468203,34927
"MR. BADADD",3162147,87070,379208,8083,1000,4636,3018,2968,2103,2131600,3940431,17130
"LORENCES",3105567,77179,269402,11079,448,5020,3612,484,7033,2115000,2042625,18429
"SEMI",3025230,107036,322691,10086,594,5155,3692,2705,7212,2129800,4549834,31009
"SMOKO",2972158,110411,246051,2619,1391,4872,4536,2675,3401,2112400,4455021,36873
"SHIGEGGG",2960043,175717,423872,29853,410,3450,2318,2717,9129,2168200,11947602,20932
"CKYAN",2928247,80218,220775,8346,1705,1868,2044,4764,4951,2118800,2818686,15130
"NANMULI",2882416,70084,332846,4275,753,2263,2401,2189,1237,2116800,3279044,11495
"SWISS HAZE",2807274,60159,201310,5418,708,1725,1816,1715,1454,2118000,2347169,12226
"VCC",2802041,79163,324405,11675,1209,2903,3390,911,3239,2123900,5097148,16636
"JFJFJFJFJFJF",2783441,74275,164723,6229,921,2760,1980,2437,2998,2118100,2595035,11794
"CHITKUA",2747071,90235,302225,10136,728,4131,3723,2000,6045,2135200,4575052,46856
"PANZER_KATZE",2736145,69626,315043,5445,530,3505,4524,3684,2947,2124800,4413284,15350
"HELLDIVERS",2693274,55970,234842,5920,1642,8703,7108,1077,4236,2107400,3801207,13417
"CUCUMBER",2652572,80234,250732,6534,350,5714,3981,1022,7315,2118700,2963443,38289
"::PANDA::",2650053,81132,277646,3371,2222,2989,3946,5175,2364,2111900,3224894,9483
"KDSE",2585669,80315,271436,9117,739,4225,5233,3383,6117,2117700,3463407,23407
"THE FARMER",2580834,44775,225118,5657,1721,3563,4837,736,3608,2103200,1363050,20011
"SARGENT WHISKY",2571768,62001,209364,9464,2246,4573,2940,1051,4109,2123300,3071977,17137
"MR. DARUD",2558867,152724,239779,4200,491,3832,5198,2831,1857,2112600,4541985,12999
"KUWAII",2549631,37026,196304,341,946,2166,1871,927,4693,2099400,571722,3475
"SPECINEFF",2545931,66674,147444,8113,359,3692,3320,590,4693,2114700,1379392,23453
"MELOONS",2512657,39482,182376,6035,938,3470,2131,515,3249,2100600,993546,11252
"KICHERKEKS",2442717,86590,277427,6409,806,3630,3149,1375,4891,2109000,2620155,7590
"LIUSUAN",2431262,49788,260319,8370,1307,3417,2714,2527,5627,2105100,3571088,14614
"ASTRONEST",2427511,34491,171134,3827,617,1638,1327,988,1518,2097900,1459057,5999
"SHELYMA",2425099,97676,346034,14420,446,3117,3892,2451,2989,2132500,7524639,27297
"TARN",2398648,47598,173933,7435,418,4122,1586,354,2762,2106400,1498537,14040
"BLUE POISON",2390418,26793,155220,2010,2108,470,1379,482,727,1722000,869607,2565
"MR.YOU",2378360,104394,411137,5866,1740,8877,10175,1463,8607,2119300,4265997,61138
"DOX",2343637,55667,267829,7617,490,4279,3447,623,3933,2110600,3224888,29569
"NO-BIO",2326121,51878,230399,2361,1069,1434,1840,740,2587,2100900,3211746,8450
"OLD FART",2325792,29915,152955,1025,731,3114,2276,366,4420,2099600,1081796,11857
"ENDLESSSSUMMERS",2318234,62157,115757,12347,698,4336,2344,464,5439,2109700,1614289,12520
"MR. GENESIS",2294129,51731,254660,4195,7999,2181,1459,722,1959,2104700,1906607,6090
"XM177",2263350,65133,189721,20295,329,2500,1987,3544,3823,2107500,2965225,12472
"KILROY",2223854,54545,211461,11615,371,4286,2124,1730,4051,2113800,2613523,17367
"DAIDAI2BZHE",2220621,64665,212010,8185,1113,1866,1906,1268,2368,2118900,2307289,12776
"KOISHI7",2209626,65491,181523,10267,777,3091,2072,1652,3486,2112300,1794473,12715
"F2P_MAGGOT",2178390,76335,206400,14414,225,3653,3747,2272,6689,2122600,2522890,23626
"I AM GAY",2167644,51159,133085,11518,664,3577,2231,807,5566,2105300,1604759,10180
