"username","xp","time_played","kills","deaths","kill_streak","targets_destroyed","vehicles_destroyed","soldiers_healed","team_kills","distance_moved","shots_fired","throwables_thrown"
"MELLCOR",3425072,52809,178918,5426,558,4129,2048,730,4932,2105700,1224867,6045
"THRAXS",3367203,86950,327461,5853,1125,3863,2895,2402,3506,2125500,4320625,28353
"MR. WEIRDO",3338712,103252,357075,9954,1234,7489,3685,2328,3772,2121500,4337336,21897
"Ã¤Â»Â¥Ã¤Â¸ÂÃ¦ÂÂÃ§ÂÂ¾",3307528,55493,317522,2712,1772,4013,3190,1142,2667,2106600,3411260,16827
"SILKY",3229472,115402,371002,21380,1236,3793,3732,886,8735,2120900,3456271,34713
"MR. BADADD",3155117,86953,378393,8076,1000,4632,3015,2965,2097,2131500,3932085,17117
"LORENCES",3103320,77100,269145,11074,448,5019,3610,484,7029,2114900,2041672,18416
"SEMI",3017700,106687,321606,10037,594,5152,3686,2686,7204,2129700,4529661,30866
"SMOKO",2972158,110410,246051,2619,1391,4872,4536,2675,3401,2112400,4455020,36873
"SHIGEGGG",2935724,174481,420405,29691,410,3439,2303,2687,9101,2167600,11857898,20787
"CKYAN",2923089,80040,220404,8327,1705,1866,2041,4760,4931,2118800,2814246,15079
"NANMULI",2877975,69955,332112,4260,753,2262,2400,2183,1237,2116700,3272633,11462
"SWISS HAZE",2805403,60054,201101,5412,708,1719,1798,1713,1447,2118000,2346271,12097
"VCC",2802041,79163,324405,11675,1209,2903,3390,911,3239,2123900,5097148,16636
"JFJFJFJFJFJF",2783441,74273,164723,6229,921,2760,1980,2437,2998,2118100,2595035,11794
"CHITKUA",2747071,90231,302225,10136,728,4131,3723,2000,6045,2135200,4575022,46852
"PANZER_KATZE",2736145,69626,315043,5445,530,3505,4524,3684,2947,2124800,4413284,15350
"HELLDIVERS",2693274,55970,234842,5920,1642,8703,7108,1077,4236,2107400,3801207,13417
"CUCUMBER",2652572,80234,250732,6534,350,5714,3981,1022,7315,2118700,2963443,38289
"::PANDA::",2639590,80826,276538,3338,2222,2987,3938,5135,2353,2111800,3209239,9353
"THE FARMER",2580834,44775,225118,5657,1721,3563,4837,736,3608,2103200,1363050,20011
"KDSE",2580412,80197,270822,9114,739,4223,5233,3366,6115,2117700,3460955,23388
"KUWAII",2549631,37026,196304,341,946,2166,1871,927,4693,2099400,571722,3475
"SPECINEFF",2545931,66674,147444,8113,359,3692,3320,590,4693,2114700,1379392,23453
"SARGENT WHISKY",2534061,60855,205055,9359,2246,4543,2887,1034,4077,2122800,2992234,16889
"MR. DARUD",2516124,150470,235376,4147,491,3767,5074,2810,1829,2112300,4462255,12464
"MELOONS",2512657,39482,182376,6035,938,3470,2131,515,3249,2100600,993546,11252
"KICHERKEKS",2442717,86590,277427,6409,806,3630,3149,1375,4891,2109000,2620155,7590
"ASTRONEST",2427511,34491,171134,3827,617,1638,1327,988,1518,2097900,1459057,5999
"SHELYMA",2425099,97676,346034,14420,446,3117,3892,2451,2989,2132500,7524639,27297
"LIUSUAN",2403339,49462,257697,8334,1307,3412,2679,2493,5603,2105000,3536857,14527
"TARN",2398648,47598,173933,7435,418,4122,1586,354,2762,2106400,1498537,14040
"MR.YOU",2378360,104394,411137,5866,1740,8877,10175,1463,8607,2119300,4265997,61138
"DOX",2342649,55640,267688,7604,490,4274,3446,623,3932,2110600,3223469,29564
"OLD FART",2325792,29915,152955,1025,731,3114,2276,366,4420,2099600,1081796,11857
"ENDLESSSSUMMERS",2318234,62157,115757,12347,698,4336,2344,464,5439,2109700,1614289,12520
"NO-BIO",2305973,51601,228952,2352,1069,1430,1829,737,2577,2100800,3195596,8394
"MR. GENESIS",2294129,51731,254660,4195,7999,2181,1459,722,1959,2104700,1906607,6090
"XM177",2263350,65133,189721,20295,329,2500,1987,3544,3823,2107500,2965225,12472
"KOISHI7",2209626,65491,181523,10267,777,3091,2072,1652,3486,2112300,1794473,12715
"KILROY",2205634,54067,209438,11527,371,4266,2112,1694,4037,2113600,2588096,17190
"DAIDAI2BZHE",2205350,64501,211038,8178,1113,1863,1905,1266,2367,2118800,2302581,12742
"F2P_MAGGOT",2176258,76210,206122,14384,225,3648,3739,2264,6682,2122500,2520320,23590
"I AM GAY",2167644,51159,133085,11518,664,3577,2231,807,5566,2105300,1604759,10180
"JATIMATIK",2131533,68139,219015,10179,436,3823,2853,3086,3433,2113600,3720030,9328
"ROBERT A. GREEN",2124313,79947,236137,13352,831,3380,3073,2098,4002,2130900,4797521,27070
"WJSLK",2097397,57100,273100,15472,1073,4604,4116,639,8496,2118300,2841276,23646
"MADNEZZZ",2093809,76263,220724,8279,459,3519,2647,1804,3348,2120700,2669261,18874
"FLAT CAT",2080983,79809,247079,8807,363,2669,2633,3776,2901,2125400,2948577,29890
"PANZER KATZE",2080937,42337,240016,587,1425,2020,1946,2883,1988,2101300,2691798,6154
"BLUE POISON",2053722,24018,137081,1888,2108,450,1283,471,676,1576300,846848,2449
"MR. KOLOXAA",2037003,69927,212953,6617,721,3038,1711,1659,2373,2111800,2841147,10434
"TKW",2031871,92611,244800,5536,1036,5418,6506,548,6428,2111200,2642982,41701
"TPBEAR",2024647,48103,161739,7315,1429,2208,1757,973,2644,2108900,2096653,6358
"DONKY",2011822,66632,164647,9832,389,3582,1992,1147,3464,2120700,3025449,21920
"U",2003780,54227,217438,4235,1123,1689,3433,2586,1563,2111400,2587328,11618
"VON F",1985055,71762,245651,11503,595,1360,2716,1375,2954,2125200,4739177,25726
"EVKING",1974085,41878,160302,2261,1335,2292,2233,1452,2357,2100000,946351,12151
"ZRESAD11",1953367,60043,224502,4082,821,3839,2372,1700,3488,2117500,2581159,7613
"LLLLL-",1948205,46405,274806,910,1315,4269,2822,565,2726,2101300,1348038,8097
"JOE SHMO",1930823,82619,263343,8474,405,2824,2051,851,2026,2122900,2909996,26865
"QAZWSXEDHAU",1922963,47271,198134,7604,2267,1150,2377,1196,1570,2113300,2017204,12609
"ESTY",1922377,38154,150907,5531,538,2076,1329,977,2006,2104600,1700248,10972
"SOLOMONCHI",1891116,30901,137444,4639,723,2431,1668,464,3758,2100000,1451591,7184
"CN_98K",1867552,50529,153193,6045,2222,2907,2007,644,2627,2107500,2101072,8637
"STAXXY",1841186,43548,185369,6563,1386,3031,2028,1744,2364,2108900,2100220,10644
"TOD THE WOODSMAN",1837135,29400,138114,3518,505,1458,1001,501,908,2103800,1194949,8449
"PAOJUE",1805451,51443,225589,2842,641,2653,1588,1541,2810,2106600,3249461,4852
"KF EZOREDFOX",1793365,30888,144340,794,1666,1457,2474,680,2546,1694100,809942,2007
"MR.MUDE MG",1789112,90242,282113,23926,271,2168,2397,590,4596,2122800,5590759,48788
"HELLNO",1788476,49329,136706,6456,689,1508,917,281,4554,2098100,826886,3365
"DIASHU ZUK",1776044,82947,204747,9290,345,2637,2309,1784,5176,2126700,2709735,22107
"123CABOOM",1773900,100662,196175,16015,5275,1973,2461,1313,3563,2133000,2757543,9877
"KILOTWOBRAVO",1768868,59422,136348,10774,848,4566,2345,42,5674,2103700,1083852,12055
"MERBLE",1747129,44831,169406,5484,574,2217,1688,1636,2105,2104100,2084417,9380
"JUNKYARD DOG",1742013,52410,211066,16107,314,3200,1949,2023,3404,2126600,3701618,54676
"GHOSTNZ",1739520,56318,174054,11923,555,2509,1784,2171,3158,2113600,2190806,13093
"REFRIGER RAIDER",1722657,62143,144667,13577,657,3432,1961,387,5263,2113000,1573624,16943
"MASSDYNAMIC",1720077,38276,159412,4378,1211,1476,1089,1650,1649,2101400,2060894,4708
"MAYSTER",1719403,24836,120160,1202,2015,1852,1265,651,858,1981000,1241916,5456
"AWPS",1703422,63537,227144,16863,599,2505,3112,1668,4051,2119600,2606864,26285
"I_EAT_BULLETS",1665162,54336,178338,5944,333,2386,1581,1320,2407,2111100,2351459,13266
"BIG G",1662185,85264,191704,8328,1841,1487,2904,5066,3488,2119200,3499246,20855
"MADEZHIZHANG",1661646,53138,170677,3918,303,1998,1661,2036,1612,2108500,3024200,6566
"GEORGE STEVEN",1657419,43280,130791,4876,422,2747,1751,1251,3066,2104400,1311393,13998
"PINGO",1647199,93620,198740,11014,1126,5696,1654,1665,3214,2140900,3502901,13380
"CAPTAIN VODKA",1645774,46901,148797,5231,469,2733,1507,803,3525,2109900,1869495,6470
"SUSUYA",1641574,33544,109462,8894,1224,1579,1363,448,4244,2097800,1359947,4555
"8286556",1634031,40403,137879,8938,1903,1588,1870,614,2176,2105900,1414299,12625
"DINGYC",1632283,50720,247949,3390,966,673,1458,3861,915,2108800,1437114,15574
"XID",1614957,45616,169307,3294,665,2795,1910,623,2570,2104200,3588390,5980
"DEADPOOL123",1592881,50413,173379,6593,614,2455,1770,1296,2115,2107600,2534014,15488
"MR.CHIP",1589535,69130,217934,4669,1652,1335,1415,1726,1807,2102500,2305474,12734
"GREENHORN",1584045,42636,131459,9883,321,2678,1547,764,2400,2110600,2109788,16000
"STESMITH",1575196,60464,187692,2196,606,3374,2283,1215,1601,2104700,1821486,12165
"MIYUNBUYU",1569702,45093,188093,5491,736,2052,1554,1358,2428,2106600,2178156,9919
"WILLIAMIONIANA",1559188,56037,152176,6572,3294,2434,1881,2412,3974,2108600,1552722,8710
"OSTIN",1557954,57762,236366,14166,8032,2191,3698,574,4194,2108700,1532373,18696
"ZARTACLICKING",1553153,46042,167389,6076,539,2628,2261,715,2155,2103700,2418874,15979
"M1213",1525402,60498,148244,4974,486,2115,2367,436,3052,2110700,2511243,9466
" INK.ZHANG",1521110,61041,185118,5672,533,2316,2719,1001,2281,2118400,2895948,13700
"AUTUMNSNAIL",1520615,66120,189690,6948,2310,1419,1220,2727,1439,2115800,2114841,7137
"DRESRIL",1516224,54005,138944,4825,857,3022,1878,2437,1574,2111500,1240322,7330
"PSYDROSE",1491459,56435,186884,11793,383,3086,2530,480,3672,2108500,3095215,16185
"BREWER",1491196,39793,201010,2671,706,538,905,1534,491,2103100,3386118,14445
"LIUCCCC",1483472,54289,158537,11043,1793,961,2370,1112,2797,2109300,1194166,11442
"AKOGISHI",1483224,52582,177747,7472,602,3051,3295,1289,3079,2107700,1889757,26531
"OUTOFMEMORY1",1471739,75796,160968,7198,726,1714,2045,1286,3616,2113100,1891751,9750
"GENEROYALE",1466343,42225,112651,7897,464,2226,2140,309,3885,2104600,1256773,6995
"IRYON",1456142,71737,254955,13022,644,4403,2548,519,1666,2114900,5329791,13433
"MINISHEEP",1455159,61493,190727,13569,356,1558,2237,629,1698,2109400,2663472,19857
"EAKING",1454468,32091,125790,1740,803,2281,1723,984,3018,2098900,651133,9814
"BIGCROCODILE",1454062,50426,138960,5969,1027,1603,1650,722,2369,2107900,1761102,6705
"MR.SALT",1451174,70308,225046,11733,1051,1821,2538,2030,3573,2132000,3314122,26057
"RIKKUN",1449936,50887,131791,6199,1120,2322,1173,736,1551,2107700,2466297,4626
"AHERIX",1447701,40553,174195,2996,793,2489,2692,1714,2558,2105100,1923617,19250
"EASAN",1445068,84354,104798,12459,479,4868,2670,207,11102,2111300,1926062,17370
"RICTUS",1439999,73586,266491,5739,829,1767,2798,474,2228,2104800,2648968,12765
"ROSTISLAVAMK",1426674,48643,220857,10489,986,3798,2584,234,3137,2116900,3876731,20684
"ECK",1411953,35448,154832,1918,448,1391,1659,1911,2841,2102900,1966646,9732
"XZCZCXZVAS",1406770,27329,118568,2099,2082,866,1004,440,805,1777900,561982,7511
"WASUPZ3R",1406436,47663,189105,6993,783,1376,1261,1083,1430,2109100,3620844,7143
"KAIKEL",1405951,51146,175856,11978,354,2319,1098,722,1708,2109700,3092952,5290
"SHIN[]BI",1401930,52617,75395,1876,405,876,1034,490,3375,2097200,584735,2596
"UNIVERSALI",1395734,46675,154307,8216,417,1958,2182,828,4011,2110600,2596342,22638
"E=MC^2",1369877,34520,142420,6472,567,1812,1025,986,2310,2108300,1862423,9253
"XXLEMAGEXX",1368993,36616,110855,8329,247,2002,1233,1695,1580,2107700,1801083,6433
"RUBBERYCHICKEN",1362047,34232,105015,3670,1276,379,441,1884,639,2100300,2612936,4483
"JOHNG",1356421,80770,202865,18011,359,1586,1516,1385,2613,2113200,2104362,9160
"RX78-2",1356286,54185,168264,3152,3149,4012,2442,1518,3120,2105700,1359493,6755
"IMOMUSHI",1352388,56783,151142,10730,747,5107,3666,1118,4270,2115600,2563550,21334
"CIUBE",1347703,27709,89980,7976,326,1405,1244,221,831,2098200,1035846,7810
"FRIC104",1344694,45524,153526,6085,1279,1869,2436,2100,3736,2104100,1769230,13794
"BEETCHER",1322111,60039,188697,3277,1304,3116,5196,264,6019,2103200,2016548,9374
"-----",1314410,42646,162128,7020,692,2108,2007,49,3956,2099700,1381222,12000
"DIGITYIGIT",1305482,41310,111390,6063,679,2021,1273,544,2991,2105400,1677045,5335
"QWQQQS",1301939,40840,168477,5017,1144,1803,2130,534,1520,2105100,1455569,15381
"AXNONE",1300945,33221,108596,6587,630,934,563,1615,1778,2102100,1179414,3585
"ALLAH SHARKBAR",1293690,55243,117352,13398,736,2417,2219,2323,3220,2111700,1125746,15498
"JET3",1286246,70524,182195,10053,322,3941,2567,438,3855,2117800,3093877,22345
"XE-NO",1285602,39888,108097,5820,638,1167,1139,478,2518,2101600,1550879,4059
"ZELI",1275509,60065,168969,13050,310,2530,2055,1623,1666,2108600,2903858,22271
"TAIGEI",1275053,25790,102718,3029,3682,641,1159,396,947,2098400,904413,3337
"MK.6",1273479,78066,121757,35000,188,3204,1762,968,3320,2112400,2186636,16704
"NOSFE",1271465,33115,106612,3644,317,2406,1605,1352,2856,2102200,1210257,4847
"SPECIALTROOPS-76",1261398,44459,135251,6599,737,1511,2002,1144,2619,2104700,2188442,10335
"WHISKEYEYE",1257212,49678,103811,3758,626,1817,2616,1333,2086,2103300,1389876,12143
"TERRANCONFEDERAT",1253922,55902,153470,10933,394,1156,1436,550,2564,2113800,2111027,9124
"NOSFE 2.0",1253152,29546,116028,1202,672,1912,1436,1796,1687,2100400,966194,3665
"MR. NICEGUY",1251118,40477,161059,5118,783,2349,1714,421,2436,2103900,1811318,12064
"OWLCAT",1248454,65081,102930,10548,2022,4111,2845,8733,4219,2119000,1087131,18550
"ME LXR",1247561,37335,112027,4219,770,1370,1327,583,1256,2108200,1359945,2363
"BANANAJUN",1247496,59940,139633,8156,1118,2835,1655,756,2299,2103200,1748458,5868
"CURTAIN",1247426,39379,138381,4275,2209,1443,1195,751,1514,2103900,2030483,7804
"R.X",1243912,56740,150281,10510,445,2346,1852,1090,3092,2115500,2134519,21753
"GARNETZ",1240772,79793,133949,14691,683,2672,970,780,2972,2101100,1402626,11628
"WZR",1237598,57112,159781,14745,819,1157,793,2491,1416,2114400,1996970,7855
"MR. MRRINTAKARVA",1232433,36934,155994,5285,456,1716,1023,991,1213,2103600,3919543,5032
"MAGIACYANOPSITTA",1231686,48356,119663,8246,1009,847,1306,1375,1286,2105500,1401644,7221
"SGR NEVER ALONE",1231660,36722,135542,6942,783,2011,1544,1041,1290,2104100,2038459,9304
"DAJUZI",1230508,38874,185660,2560,973,2580,2558,858,1867,2101700,2190299,7263
"PPX",1227502,32211,72753,7897,390,584,847,602,1436,2098800,740229,5984
"WE ARE FAMILY",1226349,25226,81207,3051,1607,579,792,483,968,2098400,749179,2814
"LIU DA DIAO",1225547,27947,79248,3655,2087,1312,781,684,1073,2097800,808727,5233
"BURGERKING",1220833,93837,165774,1615,1615,2215,3173,1656,625,2104800,1824359,10308
"MOORSEY100",1217788,31807,86520,4312,1009,865,696,661,1439,2098700,963090,3743
"JERSEYFIGHTER",1216562,35427,79134,11879,443,963,752,805,2231,2102900,1145828,5333
"MR. XYZDXYZ",1214081,44912,149660,6757,511,2453,1655,1264,2368,2104900,2198292,13849
"ZYJ",1213645,57311,133109,12392,1104,2250,2406,599,4814,2115500,1676706,13461
"CLIMTX",1212714,40144,128777,7412,580,1303,1233,1805,2204,2103500,1394695,10286
"HENB1",1211238,33565,112750,2941,1185,1753,1303,610,3105,2101300,802105,4051
"DR YANG",1210389,32693,113892,3233,1408,1222,1759,376,1997,2097800,776072,2841
"MANNY GOLDSTEIN",1209916,61401,101468,4936,521,1208,1401,1057,2405,2109900,1357058,13830
"AK15",1205450,59331,157274,11026,339,7860,4263,749,6485,2113500,2480833,28319
"XUEPIAORENJIAN",1203912,54602,63975,10926,176,3281,1840,135,4911,2106600,1330223,12253
"SHITCOPTER 3000",1200506,29955,136547,1344,692,769,1972,882,1108,2099700,1963189,12613
"CH3OH",1184205,42138,100008,4651,265,1418,949,1037,3001,2102100,2016130,8391
"CODY MARSHALL",1182550,71619,133717,5408,1201,3130,727,2197,1699,2123500,2607715,11464
"THANSHUHAI",1178124,21815,102978,423,1994,1178,712,494,673,1475900,919923,1039
"OCELOT",1177216,60785,137771,7346,223,1852,1034,494,3136,2111700,2801172,13581
"CORIOLIS1128",1174332,71975,136548,8996,222,2621,2669,2173,2462,2112700,3252613,14207
"KISETU",1172895,30755,125582,6913,662,1648,1573,255,2428,2098400,1407672,12799
"MR.MHX",1171917,31100,102897,5913,1641,923,1509,2521,534,2106400,914457,3465
"DRUNKENSEAGULL",1171574,40877,159704,7638,514,1142,1345,549,1567,2104700,3084332,8558
"WANGCHUAN",1170898,41290,140228,9576,993,1120,1531,747,2442,2110000,1363844,8784
"MR.ZZZ",1168959,47293,184514,8305,552,695,1113,1216,1533,2109300,2944666,17975
"LUBIEUSHY",1165282,44567,143582,11001,1512,2879,2078,652,2219,2105900,2105808,19146
"SIR. PAIN",1158530,61364,139075,11859,254,1947,1073,824,3929,2112600,2204440,12491
"MISTAKILL",1158281,45315,121970,10652,280,1609,1075,950,2426,2110200,1574944,7004
"STREET SWEEPER",1157743,20267,77852,2578,452,1235,953,572,1640,1414700,1115119,3435
"MIRACLE",1151873,41977,147154,8297,872,2238,1970,228,3333,2108100,1551182,7902
"FALLOUT",1148780,56997,95478,9945,300,1613,1521,2864,3600,2106400,1400784,5780
"MUKAIJIMA",1144336,69281,226404,50081,181,2422,2030,1636,3324,2100100,2499036,68557
"MH317",1140341,60006,143534,8387,2027,2244,1415,1468,3388,2110300,2075059,9500
"SRS_SCIENTIST",1129994,20387,60357,7584,627,974,243,246,313,2097500,821904,3036
"JYK",1124490,33691,105587,8554,814,1708,1229,194,1309,2100400,1108962,6326
"GUIGUI",1121197,26330,89885,6051,926,866,1810,740,2175,2099400,579492,5195
"TOPHAT",1117538,26981,94295,4670,428,1662,766,598,2450,2099800,1269427,4046
"YILAN",1115927,25522,72746,6458,2116,394,1005,362,1002,2098200,669187,4748
"DARKYPWNZ",1113711,33789,103340,6826,377,2244,1923,478,3235,2103500,1436952,10165
"FREUDS CAT",1113674,45152,129987,7565,436,1623,1403,1566,1692,2109600,1593847,17541
"DUANYEVE",1098336,26348,54712,5885,2810,272,631,376,730,1999800,548024,2564
"OMAR MILON",1098074,46047,92989,6421,487,1007,1712,1401,2773,2104700,1122006,6562
"PRVJPT",1095900,116145,241609,57328,227,412,1267,977,2718,2127300,7711200,9433
"BUQT",1090463,28315,93967,4035,525,1756,1439,447,1565,2098800,1084042,9952
"BEAUTOWNOUTLAW",1088492,82848,122047,5440,1061,3041,1912,997,3729,2110200,1979216,10811
"ANONYMOUSLEGEND",1087456,23299,74463,1790,2000,534,626,678,536,1986700,714455,1582
"SRS",1086090,22619,68352,7189,584,1075,332,141,524,2097500,927056,2084
"STAIN",1080001,17416,49188,4407,526,1845,767,96,1465,1848500,681360,5119
"5DH",1077713,29722,105131,6757,1000,1420,1536,1067,1392,2100900,1152357,6677
"HIDDEN_DRIVER",1076833,15765,61830,4407,287,1194,989,69,2395,1298500,907419,4453
"ZHATIANGOD",1074536,20608,51526,4671,1311,119,453,58,1054,977300,282606,985
"DKFLA2222",1072106,45068,180193,12023,326,1281,1017,276,2037,2100900,4245797,11926
"MR.9527",1068496,44424,101232,8341,2987,1394,1599,862,1922,2103600,1137481,5891
"LEMONPOWER",1060039,36166,110627,8406,714,1569,669,74,1239,2098900,1322915,7579
"CATEARORIGAMI",1054257,53119,99902,6111,785,1208,1434,2158,2025,2109600,2649087,5350
"CRIMSON PIRATE",1053465,49423,156672,5820,964,1045,571,1881,910,2113100,2814666,6025
"KRAISER",1052991,51467,162334,12010,383,1230,894,1479,1997,2113000,3181160,10180
"LUA",1051926,21963,103311,4962,1034,971,492,14,1003,1346500,712677,3105
"CENGAY",1051318,5297,47904,62,891,555,463,22,647,361100,118004,412
"ZEPHYRANTES",1051127,16053,71630,3326,527,1055,638,43,1318,1626600,687091,2655
"BARON_NASHOR",1048126,18279,107478,2975,6690,284,456,305,577,980700,702064,1426
"PANZER VOR",1044045,27897,106055,3298,882,2986,1166,103,1946,2099200,1093913,7408
"FACEPUNCHER",1039664,34034,119585,9070,299,1533,1708,606,1274,2105500,1164087,18689
"[CN]MEMORIES",1039532,43363,95767,4856,970,1429,1611,753,2675,2104900,1106481,11719
"YAO GUANG",1038703,38944,138531,5844,687,609,1122,1282,853,2104000,2495197,5955
"MEANTRAITOR",1037256,57344,143972,13067,463,2253,995,1358,914,2111800,2335581,5991
"TIAN  GUO",1034985,40962,149536,1142,1875,1163,1715,565,362,2100500,1145043,5929
"SCP158293",1034961,33070,127626,4827,824,1384,1275,337,1618,2104600,1461697,11416
"LEGIT",1031775,35162,103190,5327,1290,1791,2217,403,1709,2102600,1585943,6875
"ZEALOT163",1031376,44698,111897,10185,761,2859,1829,514,4072,2106100,1110408,8129
"QIYUAN",1028602,51356,119314,3806,491,1121,1038,162,2000,2098900,3184567,3582
"KDDI",1026906,14238,77772,423,2545,1010,694,254,881,1145600,648649,1585
"EEKYO",1020804,52292,81424,6822,638,1312,1214,716,2653,2103100,857359,4623
"GAIJINSAMA",1016126,36976,122765,4362,1337,660,1225,1311,881,2102100,1343870,4803
"UMP45&9",1015414,29407,126180,5512,726,1421,2259,449,1132,2105200,1564467,7394
"NICE TRY",1012835,13388,55605,3939,999,272,184,267,282,958900,342062,2582
"IMUEKZ",1011470,60151,98880,9935,432,2919,1753,712,7442,2106000,1560928,9733
"MINOR SETBACK",1007167,45308,154452,726,1642,1010,1126,1279,1495,2098800,1812899,3285
"FRIDAY",1005984,42823,137179,3514,445,2472,1295,1142,2889,2106800,2611722,6462
"UNDERSEER",1005340,24047,68983,4781,323,1435,1382,380,2060,2097900,740950,5254
"OFFICER1234",1003957,47800,120089,5248,2851,1283,1329,2090,1433,2105300,2119597,4907
"SGT. SWAYSWAY",1003581,38969,114158,5328,355,1741,1909,1164,1862,2106500,1254874,12522
"DREADNOUGH",1001810,20334,76152,2553,381,1373,765,408,1590,1727500,1036200,9524
"M202",1001758,8763,69604,550,3546,385,894,396,216,638700,321465,1432
"TALKINGTOTHEMOON",1001390,4746,28479,449,1524,79,218,40,159,253600,104803,696
"TAR-21",1000857,16442,91354,724,3612,796,637,634,539,1772700,1164975,1580
"FIFTY FIFTY",1000453,34438,122368,10032,407,1154,1490,365,1972,2104100,1271744,12388
"PRIVATE JF",1000000,15465,50249,730,777,781,516,652,952,1190000,401928,2384
"CARLO",990889,34580,84207,4238,471,1358,863,501,1531,1889700,1114745,8755
"ELYSIUM",983919,45439,192683,2977,2021,1123,735,245,1217,2099300,1691751,8295
"FACEDOOAZE",970986,46043,138411,10264,450,2087,1857,452,2120,2107000,1807234,10732
"=_=",966161,52967,143149,8382,511,1066,1956,1636,4254,2104000,1620549,10691
"CY@",961422,33675,71659,9453,3980,1444,804,22,2226,2099700,729559,7266
"XIANDER",957299,34644,151777,4424,587,1021,1007,743,1265,2099200,2978998,2746
"HUIZHA",947571,38063,123523,6692,474,1727,1284,1170,1454,2106300,1403610,7459
"HOMO SAPIENS",947099,44549,113804,6576,1578,2109,893,586,1534,2108300,1282217,6289
"SEAKING",940928,41238,95765,5091,234,1599,1581,1035,1508,2098100,1224225,18970
"XEAVAS",937612,25053,109431,950,2020,1164,1629,609,1305,2097700,1189237,2518
