"username","xp","time_played","kills","deaths","kill_streak","targets_destroyed","vehicles_destroyed","soldiers_healed","team_kills","distance_moved","shots_fired","throwables_thrown"
"STREET VETERAN",11607105,101233,493777,10225,1234,9930,6642,2639,10519,2128900,3378972,18191
"ELAN",5775454,121895,470959,11423,685,6584,3956,3079,5028,2146500,5356037,33943
"DIO",5595884,129343,567486,1943,2608,16640,19269,966,13094,2117800,2888214,63236
"DOGTATO",4796312,88225,436821,2852,910,5766,4727,3701,4452,2115200,6539803,15086
"ROLEN",4342087,120480,283556,7247,378,16932,6266,625,9362,2132800,4036112,26743
"SHEITANYAHOUÂ²",3922029,101717,432161,1973,2745,5634,5788,958,3386,2113900,3303899,12230
"MRTEA",3552964,121111,336351,7222,593,4675,4322,2259,4802,2115300,2493885,21016
"RARE PEPE",3368266,76615,311491,10209,914,6514,4285,1760,6626,2122200,2237940,36967
"UNIT G17",3116672,56943,232568,3373,1300,5204,3852,1124,4685,2107800,1701143,9966
"MELLCOR",3091485,47209,158074,4795,558,3797,1809,591,4384,2103800,1094587,5533
"HEPTICAL",3010745,82887,273492,13741,1059,7092,4109,2477,6953,2120300,2454404,30063
"MR. BANG",2962713,48585,221807,2276,978,2190,1596,1073,2882,1691400,508945,1784
"ROSS__84",2926117,30690,246656,2547,885,3561,2052,169,1976,2102400,2131513,10212
"THE FARMER",2580901,44769,225118,5652,1721,3563,4837,736,3603,2103200,1363045,20011
"BLACKANDREW",2545847,79597,348647,10684,535,6026,4145,1397,3751,2110100,2943969,34874
"TERATAI",2482165,60514,158648,8670,886,2068,1187,591,1915,2109200,1322302,8916
"KUWAII",2479243,35601,188592,335,946,2125,1822,896,4618,2099200,525612,3301
"LORENCES",2442284,60666,204932,9005,391,4119,2773,411,5795,2109200,1661860,13889
"ASTRONEST",2427511,34491,171134,3827,617,1638,1327,988,1518,2097900,1459057,5999
"JFJFJFJFJFJF",2406227,55642,137848,5122,921,2215,1629,1685,2484,2110200,2039450,8729
"MR. WEIRDO",2328513,70399,232380,6822,842,5313,2689,1508,2828,2112200,2702471,14447
"MELOONS",2318575,36208,164027,5762,938,3215,1990,472,3080,2099600,869916,10553
"ENDLESSSSUMMERS",2304862,61098,113556,12073,698,4292,2300,436,5387,2109000,1584192,12293
"SPECINEFF",2296540,53947,121850,6616,359,3208,2721,426,3826,2109100,1030235,18672
"RJ971",2252108,140235,407083,25718,455,3319,3119,2098,4603,2149900,8363378,37963
"TARN",2240186,41905,157722,6550,418,3746,1443,271,2500,2103900,1300930,12653
"SEMI",2014478,79185,229365,7199,594,3560,2653,1854,5288,2118500,3429375,21992
"DONKY",2011822,66632,164647,9832,389,3582,1992,1147,3464,2120700,3025449,21920
"I AM GAY",1964822,44934,116807,10624,664,3188,1917,693,4882,2103200,1399390,9071
"TPBEAR",1955853,44859,153180,6927,1429,2126,1605,919,2531,2107800,1973496,6001
"ESTY",1854124,36226,143536,5263,538,1998,1279,923,1895,2103600,1595788,10415
"CHITKUA",1827623,60036,188870,6883,728,2861,2198,1003,3880,2118300,2528901,24971
"X-STAR",1810088,61699,177618,4181,413,1942,3186,1168,2590,2102800,3261429,8893
"TOD THE WOODSMAN",1797205,28790,134914,3447,491,1423,972,494,891,2103400,1162696,8284
