"username","xp","time_played","kills","deaths","kill_streak","targets_destroyed","vehicles_destroyed","soldiers_healed","team_kills","distance_moved","shots_fired","throwables_thrown"
"STREET VETERAN",11420001,99941,485395,10085,1234,9795,6568,2593,10337,2128500,3324822,17979
"ELAN",5642868,118905,459846,11200,685,6393,3861,2987,4895,2145100,5262317,33117
"DIO",5595884,129343,567486,1943,2608,16640,19269,966,13094,2117800,2888214,63236
"DOGTATO",4504857,81264,403474,2683,910,5324,4383,3340,4185,2113800,5869679,13885
"ROLEN",4220497,116874,275754,7090,378,16492,6086,585,9149,2131900,3915894,25857
"SHEITANYAHOUÂ²",3922029,101717,432161,1973,2745,5634,5788,958,3386,2113900,3303899,12230
"MRTEA",3543059,120609,335258,7193,593,4655,4288,2247,4751,2115200,2456768,20957
"RARE PEPE",3266014,73054,297348,9761,914,6299,4120,1668,6386,2119800,2064125,35696
"UNIT G17",3045604,55484,227066,3323,1300,5110,3725,1068,4525,2107400,1670718,9584
"MELLCOR",3007090,45529,153535,4657,558,3694,1771,555,4214,2103400,1064323,5417
"HEPTICAL",2924818,80652,265130,13513,1059,6861,3991,2392,6748,2119800,2400475,29211
"MR. BANG",2837816,47294,216045,2259,978,2144,1559,1031,2793,1676200,497897,1748
"THE FARMER",2580901,44769,225118,5652,1721,3563,4837,736,3603,2103200,1363045,20011
"BLACKANDREW",2521420,78618,345066,10590,535,5948,4113,1364,3702,2109900,2905792,34328
"KUWAII",2479243,35601,188592,335,946,2125,1822,896,4618,2099200,525612,3301
"ASTRONEST",2427511,34491,171134,3827,617,1638,1327,988,1518,2097900,1459057,5999
"LORENCES",2418043,59716,202040,8911,391,4056,2756,407,5725,2108900,1644870,13655
"JFJFJFJFJFJF",2406238,55624,137848,5120,921,2215,1629,1685,2483,2110200,2039391,8727
"TERATAI",2344586,56808,149214,8415,886,1968,1106,549,1778,2108300,1232554,8214
"ENDLESSSSUMMERS",2304862,61098,113556,12073,698,4292,2300,436,5387,2109000,1584192,12293
"MELOONS",2298296,36041,162977,5741,938,3189,1980,471,3069,2099500,866107,10493
"SPECINEFF",2290917,53420,120899,6583,359,3202,2714,420,3812,2108900,1013682,18468
"MR. WEIRDO",2241648,68696,224765,6679,842,5180,2603,1459,2759,2111600,2637659,13928
"TARN",2240186,41905,157722,6550,418,3746,1443,271,2500,2103900,1300930,12653
"RJ971",2151408,135351,392155,25429,455,3162,3029,1938,4403,2148400,8075576,35426
"DONKY",1987203,65918,163329,9784,389,3547,1968,1130,3427,2120500,3014013,21655
"ROSS__84",1982524,21409,168887,1966,885,2371,1260,121,1344,2097500,1405729,7798
"I AM GAY",1962922,44845,116627,10613,664,3182,1914,691,4872,2103200,1397139,9061
"TPBEAR",1955853,44859,153180,6927,1429,2126,1605,919,2531,2107800,1973496,6001
"SEMI",1882355,74840,216455,6784,594,3379,2442,1728,4903,2116800,3275363,20202
"ESTY",1854124,36226,143536,5263,538,1998,1279,923,1895,2103600,1595788,10415
"TOD THE WOODSMAN",1788396,28523,133614,3428,491,1416,958,490,879,2103300,1159811,8221
"CHITKUA",1763204,57861,180823,6656,728,2699,2035,947,3699,2116900,2409680,23398
"SILKY",1712271,43890,160562,9375,1236,2067,1298,192,4406,2101800,1719891,12306
"X-STAR",1683402,58454,166706,3988,413,1811,2977,1045,2407,2102400,3110602,8287
"MAYSTER",1676588,23324,114437,1091,2015,1778,1203,615,821,1834400,1133739,5182
"DOX",1642810,37936,177938,5001,490,2995,2279,456,2511,2101900,2250613,19498
"JOE SHMO",1634086,67649,217239,7489,405,2687,1815,653,1759,2115600,2301653,23649
"CUCUMBER",1548678,53379,159689,4842,350,3403,2392,508,5131,2109100,1823916,24031
"SMOKO",1538818,50171,112320,1421,589,2748,2080,967,1684,2103100,1945061,17214
"JUSTIN FAN",1481074,67762,192824,9686,305,3422,3524,1308,2017,2128100,4072065,16650
"SHIGEGGG",1477208,100279,218346,19433,410,2105,1452,1271,6146,2132600,5714444,9794
"GREENHORN",1473537,37938,119099,9214,321,2467,1432,635,2207,2108000,1899787,13835
"JATIMATIK",1432577,53515,154586,9257,436,2807,2108,2097,2766,2109100,2712608,8371
"DIASHU ZUK",1429296,67802,162975,7525,345,2188,1821,1356,4057,2116600,2221581,18047
"ROSTISLAVAMK",1426674,48643,220857,10489,986,3798,2584,234,3137,2116900,3876731,20684
"LLLLL-",1400833,34244,204989,719,1111,3521,2232,345,2159,2099100,897872,6370
"RIKKUN",1395138,49090,127327,5917,1120,2224,1137,683,1460,2106900,2383782,4466
"JUNKYARD DOG",1382678,43575,167818,13803,314,2644,1474,1487,2920,2118200,2800223,45033
"KICHERKEKS",1373644,55472,185221,5189,806,1935,1695,764,3124,2103000,1881610,5248
"IRYON",1364225,67270,239197,12099,644,4027,2409,481,1557,2113900,5066726,12482
"REFRIGER RAIDER",1340520,49887,111027,11884,657,2754,1513,287,4278,2107000,1253595,12848
"CAPTAIN VODKA",1291609,35039,112370,4314,413,2097,1016,484,2679,2103700,1483892,4876
"1",1267668,56471,144849,12678,365,1762,1769,390,3501,2107700,1679004,9820
"HENB1",1206733,33267,112057,2885,1185,1741,1299,600,3075,2101100,794233,3986
"PINGO",1204466,72413,147709,8319,1126,4175,1199,1268,2476,2129500,2587792,9810
"CIUBE",1204189,22210,75010,6855,326,1258,1070,142,703,1902300,874941,6489
"XXLEMAGEXX",1181552,29686,89590,7117,216,1519,1094,1296,1379,2103400,1421031,5332
"OCELOT",1177216,60785,137771,7346,223,1852,1034,494,3136,2111700,2801172,13581
"ZARTACLICKING",1175959,36445,132340,4990,539,2066,1794,478,1625,2101400,1942998,12433
"MR. DESYNC",1169402,25403,94891,1872,529,1968,1221,202,3079,2100200,945720,11112
"THRAXS",1143373,37124,132070,3295,561,1594,1144,850,1622,2103500,1941646,9166
"SRS_SCIENTIST",1129994,20387,60357,7584,627,974,243,246,313,2097500,821904,3036
"STAXXY",1113600,23723,100208,3828,1386,1928,982,650,1396,2098100,1140907,5835
"FREUDS CAT",1113574,44837,129962,7559,436,1623,1403,1563,1690,2109500,1593151,17539
"AKOGISHI",1111642,36538,133312,5739,602,2320,2317,716,2183,2102200,1327798,18798
"MR. MRRINTAKARVA",1107519,33838,144131,4959,456,1567,949,871,1090,2102200,3685731,4752
"MR. NICEGUY",1105367,32839,138483,4096,783,2101,1423,258,2033,2100500,1470510,9799
"PSYDROSE",1090713,43830,144074,10250,383,2156,1975,271,2493,2103300,2437629,14119
"SRS",1086090,22619,68352,7189,584,1075,332,141,524,2097500,927056,2084
"GENEROYALE",1082856,21728,56190,4605,366,1191,740,75,2024,1778000,670446,3431
"STAIN",1080001,17416,49188,4407,526,1845,767,96,1465,1848500,681360,5119
"KID_MONSTER",1076651,26578,60293,5409,899,1519,573,304,1349,2101100,999066,3708
"DARKYPWNZ",1075057,32832,99707,6700,377,2209,1848,442,3133,2103100,1394184,9919
"GARNETZ",1068517,72125,120816,12877,683,2397,868,598,2618,2099800,1282496,10226
"HIDDEN_DRIVER",1063069,15306,60203,4288,287,1170,962,67,2330,1258700,880681,4323
"LEMONPOWER",1060039,36166,110627,8406,714,1569,669,74,1239,2098900,1322915,7579
"JET3",1059062,60330,151000,9320,304,3289,2123,339,3301,2113600,2681022,19685
"ZEPHYRANTES",1042984,15779,70625,3295,527,1042,630,42,1302,1600100,672500,2609
"JERSEYFIGHTER",1039008,27698,65376,10302,366,834,640,470,1909,2098500,940195,4084
"DREADNOUGH",1001810,20334,76152,2553,381,1373,765,408,1590,1727500,1036200,9524
"LUA",968950,19327,94618,4515,1034,885,435,13,818,1168400,639676,2918
"THANSHUHAI",944069,16374,79106,299,1994,1009,504,325,488,1029000,686902,812
"LENNY",923196,21068,87301,1960,4000,1512,1009,125,1323,1913600,943291,2379
"NOBIO",917672,29321,106479,4792,381,1325,704,172,1474,2097700,1763875,5708
"THRILLSEEKER",908902,23337,90232,914,1078,1269,872,547,946,1832300,691935,2246
"PHLOIDE",881861,42300,139862,11029,297,1531,874,656,1788,2111400,2624575,12313
"IRON_BEN",879612,71323,107145,8869,813,4655,1853,255,4408,2116300,1262770,10039
"OM",849109,29577,125646,3267,342,2276,1501,719,1430,2099600,1132628,14672
"Ã¤Â»Â¥Ã¤Â¸ÂÃ¦ÂÂÃ§ÂÂ¾",847765,17548,89060,920,797,1045,719,249,783,1334500,1117907,5107
"OUTOFMEMORY1",838264,49091,96821,4948,407,1308,1289,710,2774,2105000,1265939,6380
"HELLNO",816837,30505,114656,5229,689,1106,733,66,2573,1689700,615043,2094
"SIR. PAIN",808184,47024,102287,9984,254,1498,791,610,3048,2105000,1529651,8650
"NACALYATOR",807126,49070,114103,5911,465,3094,2127,805,2731,2108700,1652012,10165
"COCONUT135",799941,32985,80246,8266,198,1498,848,280,2209,2104500,1173820,8784
"DKFLA2222",799272,34599,138247,10291,326,1074,807,199,1633,2097600,3261828,9598
"ASSIMILATOR",796166,31231,89894,7504,345,1557,1162,303,1415,2099500,1261268,14355
"IMOMUSHI",774933,37164,90193,7470,352,3151,2197,610,2662,2104800,1603703,13253
"MUKAIJIMA",771359,51518,164010,38852,181,2005,1534,1043,2806,2099000,1883931,52656
"SKATEGRAVITY",759567,21312,78614,4674,407,821,516,329,1060,2003000,1306070,3176
"SILVER BACK",704848,43640,99313,11616,175,1210,866,634,1883,2109600,1450966,10484
"MOBIUS STRIP",682646,20940,76683,3661,343,2493,2099,180,1444,1854200,891960,9870
"ESP-PLAYSKULL",678515,18684,78256,1771,839,587,597,305,797,1285400,461662,1948
"BREAD",676873,29880,81108,8928,472,1028,660,534,2853,2099900,1496339,5860
"BED RELT",666734,29690,101888,980,473,784,842,845,408,2100500,2877127,5277
"BLUE2TH",653581,25582,91968,7972,472,1589,1548,431,1868,2098100,1117861,8347
"DBR0WN",649572,19270,48977,1563,286,937,388,548,1076,1649700,892410,2963
"ZEALOT163",646074,28745,65779,8178,761,2117,988,406,3016,2101500,765996,5544
"STEYR",645057,13325,48612,3332,349,934,508,35,732,905500,558810,1861
"CORBEN DALLAS",636871,39420,99787,12039,373,754,1063,355,1451,2099100,1740072,18463
"DOMEHATOP",636313,15306,67942,2921,554,829,650,78,1566,946900,578350,2895
"MR. GREENBEANMK1",634868,23621,115286,2249,1024,1444,1497,58,865,1715400,488104,3586
"RICTUS",630806,39370,149028,3837,829,948,1537,90,1131,1959600,1074995,2757
"STEFANOBANG1",620916,32924,64388,4995,315,1059,690,120,2156,2099600,1893101,3859
"PANZER VOR",615914,20042,67231,2757,528,2036,730,55,1323,2097200,763913,4441
"CY@",609568,20539,40652,7601,454,1252,592,77,1498,1992100,511397,5640
"ANZAC_JOE",604330,32126,80154,6835,510,591,972,306,687,1915200,1575816,7048
"F2P_MAGGOT",603158,29877,62182,6339,172,1576,1305,589,3441,2097700,720150,8237
"ZELF",590227,8020,29406,1868,1640,777,466,36,1298,494100,168495,1400
"EASAN",589478,47746,58012,8621,479,2367,1277,144,5765,2102900,1239325,7641
":3",587827,41644,82315,15512,443,891,687,784,1654,2103500,1025648,18509
"RANDY UCHIDA",586900,21678,43247,2271,355,1081,868,57,1546,1549300,358425,4281
"LIFY",584376,10423,55702,559,586,880,584,143,686,930900,463710,2597
"CODERNEM",573126,21604,51804,3886,217,561,314,475,714,2097800,729710,1947
"MISTAKILL",569327,30807,73693,7950,280,661,585,620,1539,2101200,1032904,5269
"ONLINE SECURITY",560833,12579,46049,2891,296,413,233,33,810,1289500,730146,1057
"IMUEKZ",559722,39849,69544,6845,432,1753,1202,490,4585,2099200,1105225,6547
"LEETCH42",558966,52955,99737,20206,188,429,650,235,1760,2103000,2722119,12559
"A RAGING GYPSY",558338,27587,70057,4567,337,1015,671,197,1640,1935400,920950,8562
"MR.MUDE MG",553116,41328,102294,13031,188,510,666,202,1963,2101500,2332320,18443
"KISETU",552460,17204,64025,4340,662,820,667,115,1109,1266100,678800,5712
"YUKI-NYAN SENPAI",548756,10313,58629,119,1210,536,288,330,292,721800,279078,1099
"DEADMAN123987",547348,22149,42359,2061,249,1196,527,196,1560,2097600,751572,2576
"ZULU-XI",545855,4760,39500,140,12119,146,61,8,59,117300,17391,212
"SPOONALOT",543693,24933,60245,6107,319,990,544,386,892,2040100,814090,7226
"MEMO",535530,20692,58161,4138,406,793,417,39,805,1636200,776799,2587
"ROCHELLE",526318,8339,64000,303,590,502,453,87,386,573500,640976,1327
"N.C.N.N",515988,21291,90041,4485,478,885,584,99,1227,2046300,1094594,5803
"KDDI",510630,7518,41489,283,2545,601,348,62,581,648100,370680,985
"KALISHNAKOV",504288,22672,57605,4257,238,946,743,409,805,1871700,755784,7017
"FALLEN DREAMS",499626,24712,74626,5711,342,659,767,469,1885,2098900,1478793,8601
"KERMER",497132,15817,56771,2682,328,1076,683,156,1050,1236000,686904,4867
"TKW",493574,24952,62650,2063,438,1499,1573,136,2092,2097500,581610,10964
"SUTOPIA",492492,17806,30146,6680,620,1213,395,57,3912,1775900,276577,5976
"FOREVERARIA",490787,16374,65865,5638,627,1213,462,72,932,1505800,838141,4080
"ROCKEYE",487377,22286,87329,7523,354,925,763,197,750,1909800,889645,4631
"ONLYNOOBSTRYHARD",484086,7984,30029,1458,504,663,284,73,483,829900,400514,2113
"BLACKSTAR101",481910,21347,47129,2922,293,555,294,102,1202,1786200,1186806,3943
"FAIL PLAYER",481251,25473,62580,6087,258,839,793,758,776,2098500,1445808,6060
"HILDEGRIM",478365,22904,72848,6490,272,533,386,221,986,2097900,1071398,4454
"MARANELLO",475714,34917,104180,3145,1559,1397,1709,91,1934,2097500,605617,13387
"JOHNG",468339,36072,76569,13659,344,618,636,290,1220,2098300,815615,4262
"JAKE S",465740,36258,73889,6543,300,1429,556,277,1479,2104300,1137102,4974
"NB",461507,13250,36217,1021,334,463,332,196,514,951200,281948,591
"ROKPARATROOPER",459296,17328,55701,3497,273,313,393,255,663,1589300,888099,6279
"CHAPATTI",457816,29394,52623,5905,805,833,457,484,1105,2098400,1184053,2031
"WILLIAMIONIANA",456453,28026,53562,4322,248,857,524,716,1534,2100000,849082,4569
"ROD SERLING",450772,14753,42855,3347,350,635,306,118,869,1057300,660610,1678
"DUBAYOO",441676,27757,51432,3266,294,1026,694,404,951,2027900,844349,5444
"PHRAL",436044,21193,65762,3862,419,920,749,471,1271,1585000,1184256,4840
"CLOUD18",431702,16301,57107,3558,387,968,524,59,600,1407100,894261,1354
"LONE",430478,18009,78399,8838,237,449,729,131,598,1536600,1353946,9273
"CODENAME-FIVE",427077,18789,56592,1526,599,860,345,196,775,1260000,1080070,3644
"KILROY",416621,19115,50739,5847,272,758,442,375,1098,2020700,871470,6504
"MIYUNBUYU",414914,12994,51243,2334,487,559,442,169,747,958300,588415,2927
"KAIKEL",413149,21990,68760,6777,236,713,389,227,664,2097200,1236384,1790
"XM177",412054,14633,45269,6689,205,485,340,818,607,1334300,975141,3173
"RIGHTWINGNINJA",411878,15064,39720,2784,490,543,361,422,610,1332500,713108,1880
"ERUISS",406722,23300,55437,5280,430,1246,774,298,1093,1928900,913680,4335
"AFROKITSUNE",403246,38795,63700,11174,192,911,557,417,1536,2107200,1378800,10444
"WASUPZ3R",401762,19215,58644,3829,371,499,398,227,801,1802600,1448186,3079
"PLAYSKULL",401706,17825,58217,3437,1625,427,276,138,839,1403200,686314,2180
"ROSWORTH",401687,27350,73293,3534,248,534,307,419,716,2097200,855050,2027
"LEEIZAZOMBIE",398315,14840,39967,3330,612,487,553,112,688,991500,794394,3770
"POOFY PONY",397805,26021,56203,3162,394,567,267,895,697,1950000,1208259,2749
"CANNON-FODDER",396512,14104,58454,3453,555,569,329,126,543,1174200,674540,5325
"ICETECHNICIAN",394414,22129,60801,5782,215,1362,1512,167,2003,2002700,698491,5104
"BEAUTOWNOUTLAW",392221,37696,50926,3576,368,948,737,661,1702,2100600,893781,5208
"SEVASTOPOL",390952,20104,73143,8123,437,625,477,270,1175,1720300,973027,5211
"PT.C",389622,23554,68003,8371,830,1365,1255,135,1144,2098900,778048,3425
"KUJO",386064,8453,30075,983,762,568,259,162,585,780900,344443,832
"BLACK RABBIT",384868,23531,64227,1944,474,424,872,280,777,2099000,1402259,2347
"KINGFISH101",382374,19820,47701,6108,224,785,364,874,792,2004800,1213494,4529
"MR.LIU9621",381118,27947,50892,6733,316,894,493,169,1092,2099200,831615,5143
"TIGER5678",380322,28485,71546,5417,318,1263,1020,158,2260,2102300,1235765,13622
"MERBLE",379989,15918,56030,3244,292,539,440,369,784,1521800,901894,5506
"CPTFOOT",379421,9976,46846,1071,464,642,424,269,438,807000,516583,3885
"NO-BIO",376982,11422,43773,597,524,319,233,62,686,707600,842889,1660
"JOHRAEL",376465,34865,71254,6913,416,1375,885,123,1075,2098900,1358372,12112
"LIU",375922,20219,45728,7857,292,790,389,57,995,1991600,512691,2291
"YTHIEL",375381,14608,59419,1498,432,1143,577,158,305,1571100,1191450,3059
