"username","xp","time_played","kills","deaths","kill_streak","targets_destroyed","vehicles_destroyed","soldiers_healed","team_kills","distance_moved","shots_fired","throwables_thrown"
"STREET VETERAN",12306955,105834,526642,10753,1234,10507,6953,2766,11154,2131000,3523518,18979
"ELAN",5848779,123452,477796,11563,685,6718,4003,3116,5100,2147500,5428290,34502
"DIO",5595884,129343,567486,1943,2608,16640,19269,966,13094,2117800,2888214,63236
"DOGTATO",5542109,103207,517496,3271,910,6915,5480,4491,5153,2118000,7945076,18101
"ROLEN",4478812,124762,292829,7411,378,17489,6477,661,9611,2134100,4181290,27726
"ROSS__84",4259766,44124,366786,3269,1217,5353,3189,212,2861,2108900,3096064,14040
"SHEITANYAHOUÂ²",3922029,101717,432161,1973,2745,5634,5788,958,3386,2113900,3303899,12230
"MRTEA",3782576,128367,359660,7462,593,5073,4882,2430,5467,2116600,2946499,23375
"RARE PEPE",3527015,82141,335181,10812,914,6642,4379,2018,6889,2125800,2924335,38401
"UNIT G17",3276813,59490,243691,3462,1300,5397,4040,1256,4939,2108500,1783380,10568
"HEPTICAL",3104310,84888,282418,13898,1059,7317,4224,2557,7121,2120800,2519506,30775
"MELLCOR",3092014,47243,158109,4803,558,3801,1809,591,4386,2103800,1094815,5533
"MR. BANG",3068990,50138,228613,2292,978,2246,1626,1109,2968,1717400,526770,1815
"BLACKANDREW",2665760,83759,364823,11072,535,6341,4319,1528,4016,2111200,3122820,37135
"THE FARMER",2580901,44769,225118,5652,1721,3563,4837,736,3603,2103200,1363045,20011
"TERATAI",2550936,62497,163493,8761,886,2107,1222,611,1970,2109600,1379659,9175
"LORENCES",2481964,61758,209071,9118,391,4203,2813,418,5890,2109400,1683067,14162
"KUWAII",2479243,35601,188592,335,946,2125,1822,896,4618,2099200,525612,3301
"ASTRONEST",2427511,34491,171134,3827,617,1638,1327,988,1518,2097900,1459057,5999
"JFJFJFJFJFJF",2406240,55646,137852,5122,921,2215,1629,1685,2484,2110200,2039490,8730
"RJ971",2396802,148007,430979,26249,455,3572,3309,2411,4883,2152300,8853737,42378
"MR. WEIRDO",2347511,71001,234497,6870,842,5361,2722,1527,2848,2112300,2724801,14623
"SPECINEFF",2342124,56221,126334,6878,359,3297,2814,439,3978,2110000,1102321,19501
"SEMI",2323237,83986,252833,7723,594,3966,2942,1977,5855,2120300,3660119,23719
"MELOONS",2318575,36208,164027,5762,938,3215,1990,472,3080,2099600,869916,10553
"ENDLESSSSUMMERS",2304862,61098,113556,12073,698,4292,2300,436,5387,2109000,1584192,12293
"TARN",2240375,41935,157753,6561,418,3749,1449,271,2503,2103900,1301386,12671
"JUSTIN FAN",2163536,94101,274500,11735,305,5058,5330,2051,2885,2138600,5401387,23281
"JATIMATIK",2079972,66735,212594,10076,436,3745,2768,2983,3389,2113200,3598067,9255
"DONKY",2011822,66632,164647,9832,389,3582,1992,1147,3464,2120700,3025449,21920
"WJSLK",1981355,53664,257046,14885,1073,4437,3876,597,8112,2116600,2634170,22083
"I AM GAY",1971968,45214,117423,10654,664,3196,1927,700,4925,2103300,1405761,9110
"TPBEAR",1955853,44859,153180,6927,1429,2126,1605,919,2531,2107800,1973496,6001
"CHITKUA",1886579,61885,196207,7119,728,2952,2322,1031,4030,2119100,2629541,26232
"DOX",1882073,43888,209140,5697,490,3499,2683,532,3003,2104200,2609377,22688
"ESTY",1865236,36459,144567,5294,538,2007,1288,932,1924,2103700,1612404,10451
"TOD THE WOODSMAN",1830133,29195,137145,3493,505,1453,996,496,902,2103600,1177656,8391
"X-STAR",1819236,61915,178221,4188,413,1952,3203,1176,2599,2102800,3270866,8950
"SILKY",1714412,44114,160995,9436,1236,2067,1301,192,4428,2101800,1726984,12413
"MAYSTER",1677656,23362,114575,1092,2015,1781,1203,617,823,1836600,1135675,5184
"JOE SHMO",1634086,67649,217239,7489,405,2687,1815,653,1759,2115600,2301653,23649
"LLLLL-",1609677,38443,234078,780,1315,3891,2565,392,2498,2099600,1110964,7180
"SHIGEGGG",1567269,105396,232118,20004,410,2177,1497,1347,6331,2135500,6092669,10432
"OLD FART",1566502,20700,107113,753,731,2167,1577,226,2967,2097600,767486,8187
"CUCUMBER",1549837,53406,159801,4842,350,3408,2394,509,5132,2109100,1825383,24043
"SMOKO",1538818,50171,112320,1421,589,2748,2080,967,1684,2103100,1945061,17214
"DIASHU ZUK",1526488,72165,174032,7980,345,2331,1949,1481,4467,2119300,2345391,19164
"GREENHORN",1477014,38155,119641,9267,321,2478,1437,637,2226,2108000,1907930,13937
"THRAXS",1461339,44908,162558,3781,607,2002,1427,1112,2019,2107000,2345178,11231
"CAPTAIN VODKA",1449013,38692,126176,4580,469,2353,1200,597,2995,2105200,1630353,5421
"JUNKYARD DOG",1447459,45167,175863,14106,314,2767,1548,1585,3031,2119600,2974070,46778
"ROSTISLAVAMK",1426674,48643,220857,10489,986,3798,2584,234,3137,2116900,3876731,20684
"ROCHELLE",1420052,16549,138715,584,933,1142,962,166,1037,1114600,1238893,2975
"RIKKUN",1403344,49365,127876,5955,1120,2237,1138,685,1463,2107100,2395590,4485
"KICHERKEKS",1373644,55472,185221,5189,806,1935,1695,764,3124,2103000,1881610,5248
"IRYON",1364279,67272,239197,12099,644,4027,2409,481,1557,2113900,5066726,12482
"REFRIGER RAIDER",1340588,49894,111036,11884,657,2754,1513,287,4278,2107000,1253688,12853
"CIUBE",1242230,23675,78445,7181,326,1303,1128,161,744,2043800,916854,6806
"ZARTACLICKING",1237521,37834,138555,5154,539,2154,1878,523,1691,2101800,2002716,13186
"HENB1",1206733,33277,112057,2885,1185,1741,1299,600,3075,2101100,794347,3996
"PINGO",1204466,72416,147709,8319,1126,4175,1199,1268,2476,2129500,2587795,9810
"Ã¤Â»Â¥Ã¤Â¸ÂÃ¦ÂÂÃ§ÂÂ¾",1185642,23604,122678,1180,797,1633,1138,300,1194,1892800,1485992,7292
"XXLEMAGEXX",1181552,29686,89590,7117,216,1519,1094,1296,1379,2103400,1421031,5332
"PSYDROSE",1180051,47188,154702,10706,383,2357,2112,303,2727,2104900,2610182,14649
"OCELOT",1177216,60785,137771,7346,223,1852,1034,494,3136,2111700,2801172,13581
"MR. DESYNC",1174593,25564,95504,1875,529,1977,1229,204,3101,2100200,954778,11166
"JET3",1150917,64535,163725,9611,322,3536,2309,385,3510,2115100,2859142,20716
"SRS_SCIENTIST",1129994,20387,60357,7584,627,974,243,246,313,2097500,821904,3036
"AKOGISHI",1127779,37279,135544,5826,602,2349,2353,733,2225,2102500,1358623,19221
"MR. NICEGUY",1125678,33511,141453,4178,783,2144,1469,269,2071,2100800,1517660,10077
"MR. MRRINTAKARVA",1123377,34079,145205,4987,456,1589,956,877,1102,2102300,3715472,4769
"STAXXY",1114721,23763,100371,3834,1386,1930,982,651,1398,2098200,1144255,5853
"FREUDS CAT",1113636,44850,129966,7560,436,1623,1403,1566,1690,2109500,1593264,17539
"JERSEYFIGHTER",1096785,28450,67979,10425,443,878,670,499,2014,2098800,956846,4153
"GARNETZ",1095676,73313,123381,13247,683,2474,889,637,2708,2099900,1306939,10536
"KISETU",1091309,28430,118333,6423,662,1543,1487,237,2175,2097200,1303893,11890
"DARKYPWNZ",1090656,33147,101090,6733,377,2226,1882,456,3175,2103200,1411408,10010
"GENEROYALE",1089708,22295,57426,4704,366,1215,748,79,2063,1839700,687308,3513
"SRS",1086090,22619,68352,7189,584,1075,332,141,524,2097500,927056,2084
"STAIN",1080001,17416,49188,4407,526,1845,767,96,1465,1848500,681360,5119
"KID_MONSTER",1076651,26578,60293,5409,899,1519,573,304,1349,2101100,999066,3708
"HIDDEN_DRIVER",1063768,15323,60283,4292,287,1170,962,67,2330,1260800,882154,4324
"LEMONPOWER",1060039,36166,110627,8406,714,1569,669,74,1239,2098900,1322915,7579
"SARGENT WHISKY",1055271,30526,91426,5732,325,1646,1239,563,2169,2102300,1306310,9110
"ZEPHYRANTES",1043155,15787,70647,3295,527,1042,630,42,1302,1601200,673090,2609
"SIR. PAIN",1039816,55216,125000,11075,254,1866,1010,752,3729,2109200,1876952,11406
"DECEASED VETERAN",1020751,12698,63461,973,639,695,410,151,840,855000,717383,1496
"DREADNOUGH",1001810,20334,76152,2553,381,1373,765,408,1590,1727500,1036200,9524
"THANSHUHAI",998774,17460,83791,319,1994,1071,550,338,546,1093100,751277,846
"LUA",983317,19386,95132,4538,1034,887,441,13,827,1174000,642924,2934
"F2P_MAGGOT",974414,40227,92720,8261,225,2145,1890,939,4440,2102500,1025288,12172
"IMOMUSHI",955083,42025,105945,8368,352,3739,2559,709,3122,2107400,1832432,15541
"LENNY",926739,21195,87791,1962,4000,1519,1012,126,1342,1916500,957063,2385
"OM",922878,32150,136629,3619,342,2478,1607,793,1576,2100500,1248710,16141
"NOBIO",917672,29321,106479,4792,381,1325,704,172,1474,2097700,1763875,5708
"THRILLSEEKER",908902,23337,90232,914,1078,1269,872,547,946,1832300,691935,2246
"PHLOIDE",881861,42300,139862,11029,297,1531,874,656,1788,2111400,2624575,12313
"IRON_BEN",879612,71323,107145,8869,813,4655,1853,255,4408,2116300,1262770,10039
"OUTOFMEMORY1",838264,49091,96821,4948,407,1308,1289,710,2774,2105000,1265939,6380
"NACALYATOR",825910,49665,115815,5960,465,3136,2166,844,2767,2109000,1680085,10239
"ZELI",822412,44427,117163,10868,310,1784,1301,1065,1175,2102000,2052625,14094
"HELLNO",816837,30505,114656,5229,689,1106,733,66,2573,1689700,615043,2094
"DKFLA2222",812630,35207,140326,10386,326,1082,814,201,1655,2097800,3316812,9706
"MR.MUDE MG",811476,53258,141896,15525,193,892,1048,319,2670,2106600,3107967,25298
"COCONUT135",799928,32986,80246,8267,198,1498,848,280,2210,2104500,1173829,8785
"ASSIMILATOR",796877,31288,89992,7530,345,1560,1168,305,1415,2099500,1263367,14398
"MUKAIJIMA",771359,51518,164010,38852,181,2005,1534,1043,2806,2099000,1883931,52656
"PANZER_KATZE",771302,31434,108602,1872,521,1179,1949,1580,1348,2100300,1546862,4929
"TKW",763067,35974,91017,2696,438,2211,2460,185,3106,2099900,909140,15244
"RICTUS",760047,44215,172908,4083,829,1106,1767,132,1284,2097600,1154456,3691
"SKATEGRAVITY",759567,21312,78614,4674,407,821,516,329,1060,2003000,1306070,3176
"CORBEN DALLAS",754043,43748,111048,12356,373,845,1176,437,1650,2100800,1877356,20108
"MISTAKILL",719856,35669,89335,8910,280,942,772,734,1859,2104400,1235026,5889
"SILVER BACK",704848,43640,99313,11616,175,1210,866,634,1883,2109600,1450966,10484
"WILLIAMIONIANA",700187,37712,70762,5179,248,1371,754,1167,2517,2102800,1052327,5728
"ZEALOT163",689889,32712,72784,8687,761,2244,1122,419,3313,2102900,866292,6240
"MOBIUS STRIP",682653,20941,76685,3661,343,2493,2099,180,1444,1854200,892007,9870
"ESP-PLAYSKULL",678515,18684,78256,1771,839,587,597,305,797,1285400,461662,1948
"BREAD",676873,29880,81108,8928,472,1028,660,534,2853,2099900,1496339,5860
"BLUE2TH",674254,26384,94722,8154,472,1637,1592,469,1957,2098900,1149020,8642
"BED RELT",666734,29690,101888,980,473,784,842,845,408,2100500,2877127,5277
"DBR0WN",649641,19279,48993,1563,286,937,388,549,1076,1650600,892755,2965
"STEYR",645057,13325,48612,3332,349,934,508,35,732,905500,558810,1861
"KAIKEL",638150,28865,94162,7879,236,1005,558,345,899,2100000,1818304,2525
"DOMEHATOP",636313,15306,67942,2921,554,829,650,78,1566,946900,578350,2895
"MR. GREENBEANMK1",634868,23621,115286,2249,1024,1444,1497,58,865,1715400,488104,3586
"IMUEKZ",634799,43795,76325,7434,432,2048,1338,524,5076,2100400,1194637,7160
"PANZER VOR",623195,20177,68423,2767,528,2044,735,55,1328,2097300,771012,4456
"STEFANOBANG1",620916,32925,64388,4995,315,1059,690,120,2156,2099600,1893101,3859
"CY@",609568,20539,40652,7601,454,1252,592,77,1498,1992100,511397,5640
"EAKING",604365,15980,60588,1264,481,1209,839,298,1695,1360400,341934,5555
"ANZAC_JOE",604330,32131,80154,6835,510,591,972,306,687,1915400,1575816,7048
":3",592688,41961,83045,15579,443,899,704,797,1663,2103600,1032125,18694
"ZELF",590227,8020,29406,1868,1640,777,466,36,1298,494100,168495,1400
"EASAN",589478,47746,58012,8621,479,2367,1277,144,5765,2102900,1239325,7641
"RANDY UCHIDA",586900,21678,43247,2271,355,1081,868,57,1546,1549300,358425,4281
"LIFY",584376,10423,55702,559,586,880,584,143,686,930900,463710,2597
"CODERNEM",582085,22110,52841,3930,217,579,319,495,724,2098000,746807,1985
"ONLINE SECURITY",560833,12579,46049,2891,296,413,233,33,810,1289500,730146,1057
"A RAGING GYPSY",560773,27749,70449,4591,337,1028,676,199,1644,1952100,928779,8646
"LEETCH42",558966,52955,99737,20206,188,429,650,235,1760,2103000,2722119,12559
"BEAUTOWNOUTLAW",558382,47739,66399,4010,1061,1548,949,816,2178,2103000,1111115,6654
"FLAT CAT",557982,24227,72787,2940,252,884,845,1154,785,2097800,951057,9370
"XM177",557521,19485,59493,8432,224,690,540,1099,849,1846600,1247486,4120
"FALLEN DREAMS",554310,26648,81089,5906,342,739,869,527,2066,2099800,1583248,9466
