"username","xp","time_played","kills","deaths","kill_streak","targets_destroyed","vehicles_destroyed","soldiers_healed","team_kills","distance_moved","shots_fired","throwables_thrown"
"STREET VETERAN",12145317,104695,518933,10602,1234,10357,6880,2733,11006,2130400,3482948,18774
"ELAN",5848779,123452,477796,11563,685,6718,4003,3116,5100,2147500,5428290,34502
"DIO",5595884,129343,567486,1943,2608,16640,19269,966,13094,2117800,2888214,63236
"DOGTATO",5357278,99439,496971,3190,910,6613,5239,4312,4961,2117400,7566251,17167
"ROLEN",4449266,123780,290798,7380,378,17377,6431,648,9554,2133800,4151227,27498
"ROSS__84",4005293,41291,341986,3122,1217,4948,2910,199,2612,2107600,2901915,13240
"SHEITANYAHOUÂ²",3922029,101717,432161,1973,2745,5634,5788,958,3386,2113900,3303899,12230
"MRTEA",3782576,128333,359660,7462,593,5073,4882,2430,5467,2116600,2946237,23375
"RARE PEPE",3478013,80590,327687,10666,914,6592,4358,1928,6825,2124800,2654899,37973
"UNIT G17",3214458,58541,239454,3419,1300,5333,3960,1224,4845,2108100,1757185,10349
"HEPTICAL",3104310,84888,282418,13898,1059,7317,4224,2557,7121,2120800,2519506,30775
"MELLCOR",3092014,47243,158109,4803,558,3801,1809,591,4386,2103800,1094815,5533
"MR. BANG",3057969,50047,228115,2288,978,2245,1624,1109,2955,1716700,525840,1815
"BLACKANDREW",2638947,82744,360894,10978,535,6252,4284,1509,3927,2111000,3082438,36579
"THE FARMER",2580901,44769,225118,5652,1721,3563,4837,736,3603,2103200,1363045,20011
"TERATAI",2546214,62331,162992,8755,886,2101,1219,610,1964,2109500,1371373,9143
"KUWAII",2479243,35601,188592,335,946,2125,1822,896,4618,2099200,525612,3301
"LORENCES",2474613,61636,208584,9108,391,4198,2806,417,5876,2109400,1681723,14137
"ASTRONEST",2427511,34491,171134,3827,617,1638,1327,988,1518,2097900,1459057,5999
"JFJFJFJFJFJF",2406240,55646,137852,5122,921,2215,1629,1685,2484,2110200,2039490,8730
"RJ971",2353611,145815,423862,26094,455,3516,3254,2326,4801,2151500,8705086,41158
"MR. WEIRDO",2347106,70988,234453,6869,842,5361,2722,1527,2848,2112300,2724520,14615
"MELOONS",2318575,36208,164027,5762,938,3215,1990,472,3080,2099600,869916,10553
"SPECINEFF",2307714,54683,123345,6704,359,3233,2746,436,3869,2109500,1054682,18977
"ENDLESSSSUMMERS",2304862,61098,113556,12073,698,4292,2300,436,5387,2109000,1584192,12293
"SEMI",2246376,82987,247241,7647,594,3850,2896,1946,5745,2119900,3588583,23347
"TARN",2240375,41935,157753,6561,418,3749,1449,271,2503,2103900,1301386,12671
"JUSTIN FAN",2080472,90610,263791,11484,305,4858,5105,1962,2769,2137100,5254991,22535
"JATIMATIK",2020223,65283,206434,9997,436,3634,2705,2861,3329,2112800,3520002,9178
"DONKY",2011822,66632,164647,9832,389,3582,1992,1147,3464,2120700,3025449,21920
"I AM GAY",1969542,45088,117229,10644,664,3194,1922,697,4898,2103300,1402679,9090
"TPBEAR",1955853,44859,153180,6927,1429,2126,1605,919,2531,2107800,1973496,6001
"CHITKUA",1881806,61650,195463,7094,728,2942,2296,1028,4016,2119000,2616420,26061
"ESTY",1854124,36226,143536,5263,538,1998,1279,923,1895,2103600,1595788,10415
"X-STAR",1819236,61915,178221,4188,413,1952,3203,1176,2599,2102800,3270866,8950
